Query,Runtime_Before_Index,Runtime_After_Index,Improvement_Seconds,Percent_Improvement
Top PM2.5 neighborhoods,0.017023086547851562,0.023860931396484375,-0.0068378448486328125,-40.168067226890756
Air quality indicators over time,0.04044914245605469,0.06383609771728516,-0.02338695526123047,-57.81817324468336
Health impact neighborhoods,0.018020153045654297,0.016955137252807617,0.0010650157928466797,5.910137334285941
